obito,tmin_3h,tmin,temp,tmax_3h,tmax,amplitude_t_3h,amplitude_t,urmin,umidade,urmax,prec,pressao,ventodir,ventovel
10,9.6,9.2,13.8,16.7,16.9,7.1,7.699999999999999,56.0,74.67,87.0,0.3,1024.67,30.33,3.17
13,8.4,6.6,12.83,18.6,18.8,10.200000000000001,12.200000000000001,64.0,80.33,95.0,0.0,1028.47,25.67,0.9
12,12.0,10.6,14.8,20.4,20.8,8.399999999999999,10.200000000000001,67.0,84.0,93.0,0.1,1025.4,9.33,1.67
6,16.2,15.0,17.4,19.2,19.5,3.0,4.5,68.0,78.0,86.0,0.0,1025.17,12.33,3.67
11,14.3,13.3,16.93,21.0,21.4,6.699999999999999,8.099999999999998,65.0,80.33,93.0,0.0,1026.37,14.0,2.97
7,13.8,12.3,17.27,22.7,23.3,8.899999999999999,11.0,61.0,81.67,93.0,0.0,1025.63,14.0,2.0
9,15.4,13.8,18.77,24.3,25.0,8.9,11.2,62.0,78.67,87.0,0.0,1024.37,11.0,1.8
7,14.9,13.5,19.93,26.8,27.0,11.9,13.5,53.0,77.67,90.0,0.0,1021.73,10.67,1.23
8,14.4,13.2,19.33,25.0,25.7,10.6,12.5,54.0,78.33,94.0,0.0,1020.53,11.0,1.83
9,15.8,14.2,20.2,26.2,26.5,10.399999999999999,12.3,62.0,79.0,89.0,0.0,1018.57,7.67,0.8
7,17.8,16.0,18.77,20.0,20.6,2.1999999999999993,4.600000000000001,78.0,85.0,92.0,11.2,1015.63,18.33,1.23
4,11.9,11.3,15.3,17.2,17.4,5.299999999999999,6.099999999999998,68.0,87.0,98.0,24.1,1018.07,28.67,2.23
9,10.4,9.8,13.83,17.6,18.3,7.200000000000001,8.5,62.0,78.33,87.0,0.5,1024.0,30.0,1.77
4,9.6,8.2,14.27,20.2,20.6,10.6,12.400000000000002,55.0,79.67,96.0,0.1,1024.37,30.0,1.07
8,8.8,7.3,15.43,23.9,24.3,15.099999999999998,17.0,48.0,69.67,84.0,0.0,1021.23,9.0,1.23
11,11.4,8.7,17.7,26.8,27.4,15.4,18.7,40.0,70.0,85.0,0.0,1015.67,15.33,1.83
10,17.0,11.6,18.27,20.4,20.4,3.3999999999999986,8.799999999999999,68.0,86.67,97.0,29.6,1011.0,21.33,1.67
11,12.7,10.2,14.5,17.2,17.6,4.5,7.400000000000002,93.0,95.67,98.0,58.2,1012.23,24.0,2.63
8,8.2,6.4,10.47,12.7,13.1,4.5,6.699999999999999,52.0,70.67,93.0,14.2,1021.27,27.0,2.5
7,6.4,5.2,9.47,14.8,15.0,8.4,9.8,58.0,79.0,91.0,0.0,1023.8,18.0,2.5
10,7.2,4.8,11.1,16.1,16.3,8.900000000000002,11.5,65.0,83.0,97.0,0.0,1027.27,15.0,0.8
7,9.5,6.6,12.57,18.4,18.9,8.899999999999999,12.299999999999999,64.0,78.67,87.0,0.0,1030.53,14.0,2.4
3,13.0,11.7,16.83,23.6,24.0,10.600000000000001,12.3,60.0,77.67,87.0,0.0,1026.87,10.67,1.9
6,15.4,13.3,17.07,18.6,19.5,3.200000000000001,6.199999999999999,80.0,86.0,90.0,0.9,1023.07,19.67,2.17
12,16.1,14.7,18.8,23.4,24.4,7.299999999999997,9.7,68.0,83.33,94.0,0.0,1016.53,16.67,1.1
9,17.2,15.5,18.67,20.3,24.5,3.1000000000000014,9.0,86.0,90.67,94.0,6.5,1014.67,21.0,1.33
4,15.4,13.9,19.27,25.6,26.0,10.200000000000001,12.1,69.0,88.33,98.0,12.5,1013.23,10.67,1.0
8,19.6,17.5,23.77,31.6,31.6,12.0,14.100000000000001,46.0,73.33,91.0,0.2,1007.5,15.33,3.57
8,13.4,12.0,18.77,26.1,26.1,12.700000000000001,14.100000000000001,62.0,78.0,94.0,12.8,1015.1,22.67,2.5
4,8.4,5.7,12.83,17.9,18.2,9.499999999999998,12.5,53.0,72.33,92.0,0.7,1026.23,16.67,2.97
8,10.7,6.7,15.6,25.2,26.5,14.5,19.8,42.0,64.33,79.0,0.0,1020.53,10.67,1.4
10,13.0,12.7,16.57,18.5,21.4,5.5,8.7,69.0,75.33,87.0,3.1,1018.93,24.33,3.0
9,9.7,7.0,13.13,17.0,17.8,7.300000000000001,10.8,45.0,77.33,96.0,1.4,1028.67,25.67,2.13
14,10.0,6.7,13.9,20.3,20.5,10.3,13.8,56.0,68.67,78.0,0.0,1023.67,10.67,2.07
7,14.6,13.6,15.87,17.8,22.2,3.200000000000001,8.6,84.0,92.0,96.0,28.6,1015.97,22.67,1.03
14,16.2,14.6,17.77,19.0,19.0,2.8000000000000007,4.4,72.0,85.67,93.0,1.5999999999999999,1015.13,14.0,2.07
12,13.5,12.4,14.47,15.3,15.6,1.8000000000000007,3.1999999999999993,82.0,87.0,91.0,0.8,1017.27,15.33,2.8
6,9.6,7.8,12.27,14.6,15.3,5.0,7.500000000000001,45.0,60.67,81.0,0.0,1026.27,27.33,2.43
10,6.4,3.1,10.37,16.4,17.3,9.999999999999998,14.200000000000001,42.0,68.67,82.0,0.0,1030.0,13.67,1.03
7,7.8,4.8,12.4,20.0,20.5,12.2,15.7,47.0,69.0,86.0,0.0,1028.4,14.0,2.13
7,14.9,14.5,17.3,21.8,22.2,6.9,7.699999999999999,71.0,79.0,92.0,1.5,1025.37,14.0,2.7
10,16.0,15.0,17.63,20.1,21.1,4.100000000000001,6.100000000000001,78.0,87.67,94.0,0.0,1023.73,13.67,2.2
10,15.6,15.1,17.5,20.7,22.1,5.1,7.000000000000002,72.0,86.33,94.0,0.0,1022.1,27.0,0.9
12,14.6,13.8,18.07,23.9,26.2,9.299999999999999,12.399999999999999,60.0,82.33,95.0,0.2,1021.33,24.33,2.03
5,14.5,13.5,16.87,19.4,20.0,4.899999999999999,6.5,81.0,91.0,96.0,0.0,1022.87,15.33,2.17
6,15.2,13.6,19.13,26.6,28.6,11.400000000000002,15.000000000000002,54.0,79.67,93.0,0.0,1018.97,22.67,1.9
6,15.6,12.1,21.33,29.6,30.1,14.000000000000002,18.0,42.0,72.33,90.0,0.0,1015.47,21.33,1.07
12,17.0,14.8,22.57,30.2,30.5,13.2,15.7,56.0,71.67,88.0,0.0,1013.17,12.33,2.2
6,22.3,19.3,26.53,34.2,34.6,11.900000000000002,15.3,30.0,59.0,79.0,0.0,1007.4,13.67,2.6
10,14.3,13.1,19.63,25.8,27.3,11.5,14.200000000000001,59.0,78.33,89.0,17.8,1007.77,21.33,4.03
9,11.4,11.0,13.17,14.8,15.2,3.4000000000000004,4.199999999999999,57.0,69.0,83.0,2.8,1014.5,32.0,4.73
9,9.4,7.4,12.27,15.2,15.4,5.799999999999999,8.0,50.0,62.0,69.0,0.0,1019.93,27.0,3.77
16,10.0,6.6,12.53,17.2,17.4,7.199999999999999,10.799999999999999,54.0,76.33,88.0,0.0,1022.93,19.67,1.43
11,9.8,8.2,14.8,22.2,22.8,12.399999999999999,14.600000000000001,47.0,71.33,85.0,0.0,1020.87,14.0,2.1
9,12.9,8.9,17.63,26.0,26.1,13.1,17.200000000000003,53.0,76.0,93.0,0.0,1018.73,10.67,2.03
7,16.8,15.8,19.27,23.3,24.8,6.5,9.0,77.0,84.67,96.0,38.6,1012.23,22.67,2.0
5,12.0,11.2,14.17,17.1,18.4,5.100000000000001,7.199999999999999,78.0,90.33,98.0,0.1,1022.63,21.0,0.87
8,11.4,10.2,15.23,22.0,22.2,10.6,12.0,53.0,77.33,95.0,0.1,1021.2,25.67,1.33
3,12.2,10.3,17.13,24.8,25.6,12.600000000000001,15.3,57.0,80.0,94.0,0.1,1018.1,15.33,1.57
5,17.5,16.1,19.57,22.9,23.7,5.399999999999999,7.599999999999998,78.0,85.33,89.0,0.0,1019.4,18.33,1.1
13,16.6,15.1,19.97,24.7,25.2,8.099999999999998,10.1,72.0,88.67,98.0,0.1,1018.43,10.67,1.37
11,19.1,17.6,22.63,27.8,28.0,8.7,10.399999999999999,56.0,76.67,97.0,57.1,1014.6,25.67,2.67
12,19.2,18.6,23.0,27.6,27.7,8.400000000000002,9.099999999999998,57.0,72.67,82.0,0.0,1013.53,10.67,0.5
5,18.3,17.4,20.4,22.0,22.1,3.6999999999999993,4.700000000000003,85.0,89.67,95.0,0.3,1015.17,16.67,1.5
4,18.7,18.3,22.37,29.0,29.1,10.3,10.8,61.0,82.67,96.0,0.2,1013.27,15.33,1.4
6,22.6,17.3,23.77,24.5,25.2,1.8999999999999986,7.899999999999999,52.0,66.33,78.0,0.2,1010.5,22.67,1.17
8,14.0,10.8,15.93,18.8,19.0,4.800000000000001,8.2,91.0,92.67,94.0,32.2,1014.33,18.33,1.8
9,9.7,7.7,12.07,15.7,16.5,6.0,8.8,53.0,82.0,97.0,0.4,1021.07,18.33,0.5
7,9.2,8.0,12.87,19.9,20.3,10.7,12.3,61.0,80.33,94.0,0.0,1015.4,18.33,0.63
7,14.6,12.8,15.57,16.4,18.2,1.799999999999999,5.399999999999999,82.0,87.33,95.0,0.0,1010.13,21.33,0.93
8,9.4,8.3,12.83,14.7,15.0,5.299999999999999,6.699999999999999,47.0,71.0,87.0,0.0,1016.67,27.0,2.53
6,6.8,4.5,8.2,9.8,18.5,3.000000000000001,14.0,49.0,68.0,85.0,0.0,1020.03,32.0,1.63
13,8.4,6.0,12.97,20.1,20.1,11.700000000000001,14.100000000000001,56.0,74.33,92.0,0.0,1017.0,15.33,0.83
8,11.4,9.4,13.2,14.6,14.6,3.1999999999999993,5.199999999999999,71.0,86.67,95.0,57.5,1020.33,21.33,2.3
13,6.1,4.7,9.93,14.1,14.5,8.0,9.8,64.0,76.33,88.0,0.0,1030.8,21.33,1.2
14,7.4,5.6,12.03,20.0,20.5,12.6,14.9,58.0,80.33,97.0,0.0,1026.9,4.67,0.7
11,14.2,12.9,15.97,18.8,18.8,4.600000000000001,5.9,81.0,87.33,96.0,0.4,1021.67,0.0,0.0
11,15.7,15.3,17.1,19.2,21.0,3.5,5.699999999999999,84.0,91.67,97.0,1.1,1020.53,13.67,0.7
8,11.3,8.9,14.27,16.6,16.6,5.300000000000001,7.700000000000001,62.0,81.67,92.0,12.4,1027.17,18.33,2.6
7,8.5,7.0,11.17,15.9,16.1,7.4,9.100000000000001,76.0,87.67,96.0,0.0,1030.93,12.33,1.7
11,12.4,11.2,15.93,22.0,22.2,9.6,11.0,63.0,80.0,91.0,0.0,1029.83,10.67,1.47
8,12.7,11.0,17.33,23.6,23.6,10.900000000000002,12.600000000000001,58.0,75.33,87.0,0.0,1029.67,21.33,0.63
15,12.6,11.2,17.83,24.3,24.7,11.700000000000001,13.5,53.0,78.67,95.0,0.0,1026.77,8.0,0.73
6,12.6,11.2,17.23,23.4,23.9,10.799999999999999,12.7,63.0,81.67,97.0,0.0,1020.9,20.0,1.27
13,14.2,12.9,18.03,23.2,23.8,9.0,10.9,60.0,83.0,96.0,0.1,1017.3,20.0,1.3
9,17.6,16.1,18.7,19.8,20.2,2.1999999999999993,4.099999999999998,80.0,85.0,89.0,8.2,1013.1,30.33,2.13
6,14.9,11.6,16.4,18.0,18.0,3.0999999999999996,6.4,71.0,82.0,89.0,0.0,1019.1,22.67,2.13
9,11.8,10.6,14.63,19.9,20.3,8.099999999999998,9.700000000000001,67.0,85.33,98.0,0.0,1020.73,4.67,0.33
13,14.4,13.0,17.3,21.8,22.8,7.4,9.8,76.0,84.33,92.0,0.0,1011.77,22.67,1.87
7,9.7,9.2,12.83,16.6,16.6,6.900000000000002,7.400000000000002,69.0,75.67,80.0,0.2,1018.6,28.67,3.93
4,7.7,6.6,11.5,17.1,18.4,9.400000000000002,11.799999999999999,73.0,85.33,96.0,0.0,1023.63,18.33,1.63
8,11.5,10.4,14.77,20.0,20.4,8.5,9.999999999999998,63.0,79.0,87.0,0.0,1019.3,16.67,1.37
18,15.2,14.6,15.57,16.1,16.8,0.9000000000000021,2.200000000000001,87.0,91.33,96.0,5.800000000000001,1016.43,12.33,1.67
16,14.9,14.4,15.53,16.6,18.0,1.700000000000001,3.5999999999999996,91.0,93.33,96.0,4.1,1016.37,13.67,1.6
6,15.9,14.9,16.37,17.0,18.1,1.0999999999999996,3.200000000000001,89.0,93.67,96.0,41.0,1012.67,19.67,1.53
13,14.5,12.7,16.9,20.5,21.1,6.0,8.400000000000002,69.0,86.0,95.0,0.0,1017.83,22.67,1.2
9,13.8,12.7,17.03,21.2,21.7,7.399999999999999,9.0,75.0,87.0,98.0,0.0,1016.33,13.67,1.03
6,14.1,12.9,17.37,22.6,23.0,8.500000000000002,10.1,77.0,89.67,97.0,0.0,1012.47,20.0,1.33
5,16.8,16.5,18.1,19.5,20.9,2.6999999999999993,4.399999999999999,81.0,87.67,98.0,67.3,1006.63,23.0,2.4
15,13.3,11.2,15.4,18.0,18.0,4.699999999999999,6.800000000000001,91.0,93.33,95.0,34.1,1008.77,22.67,1.47
7,10.6,10.2,11.07,11.3,11.5,0.7000000000000011,1.3000000000000007,92.0,94.0,96.0,9.0,1023.67,15.33,1.03
4,11.1,11.0,12.67,15.0,15.7,3.9000000000000004,4.699999999999999,95.0,95.33,96.0,2.1,1024.87,16.67,0.97
10,14.9,14.5,15.43,15.9,17.1,1.0,2.6000000000000014,96.0,97.0,98.0,20.5,1020.37,26.0,1.93
5,13.8,13.1,17.07,22.2,23.2,8.399999999999999,10.1,63.0,85.33,97.0,1.4,1021.3,16.67,0.73
10,15.7,14.8,17.9,21.0,21.6,5.300000000000001,6.800000000000001,82.0,89.0,94.0,22.900000000000002,1016.03,10.67,1.03
7,15.0,13.2,16.23,17.0,17.8,2.0,4.600000000000001,94.0,96.67,98.0,85.60000000000001,1013.93,19.67,1.7
6,12.6,11.9,14.43,17.5,17.5,4.9,5.6,68.0,84.0,93.0,10.6,1019.97,21.33,3.03
6,10.8,9.2,13.8,18.2,18.8,7.399999999999999,9.600000000000001,58.0,82.0,96.0,0.0,1024.77,9.33,1.13
10,10.3,9.2,13.43,18.1,18.5,7.800000000000001,9.3,76.0,84.67,96.0,0.0,1024.33,14.0,1.23
7,15.0,14.0,16.53,18.9,19.3,3.8999999999999986,5.300000000000001,76.0,85.67,96.0,0.0,1022.47,4.67,1.27
12,14.5,13.1,16.47,19.5,20.2,5.0,7.1,75.0,86.67,94.0,0.0,1022.87,14.0,2.03
5,15.1,13.4,16.63,19.2,20.2,4.1,6.799999999999999,81.0,90.67,97.0,3.5,1021.27,6.0,0.6
12,15.2,14.4,17.9,22.0,22.3,6.800000000000001,7.9,68.0,85.67,96.0,0.4,1019.23,16.67,0.83
6,14.8,14.2,18.7,25.1,26.5,10.3,12.3,55.0,81.0,94.0,0.1,1017.83,18.33,1.3
12,16.1,13.8,19.77,23.7,23.8,7.599999999999998,10.0,68.0,84.0,96.0,0.0,1018.2,13.67,0.9
13,16.4,14.8,21.23,28.7,28.8,12.3,14.0,55.0,81.0,96.0,0.1,1019.17,6.0,0.53
13,18.8,17.0,22.93,28.8,29.3,10.0,12.3,45.0,64.0,79.0,0.0,1015.97,15.0,1.03
11,17.7,16.5,21.5,23.7,24.3,6.0,7.800000000000001,66.0,73.0,81.0,0.0,1016.67,10.67,1.57
7,17.7,17.1,22.23,28.6,28.8,10.900000000000002,11.7,47.0,69.0,88.0,0.0,1012.63,28.67,1.87
9,20.5,19.1,21.97,24.0,25.8,3.5,6.699999999999999,66.0,70.0,72.0,0.0,1012.83,12.0,1.0
5,17.0,16.4,18.8,20.2,20.5,3.1999999999999993,4.100000000000001,78.0,83.67,94.0,8.2,1018.03,12.33,1.5
4,16.8,15.9,17.97,20.0,20.0,3.1999999999999993,4.1,83.0,88.67,96.0,30.900000000000002,1017.23,12.33,2.93
9,17.5,17.3,22.43,31.0,31.4,13.5,14.099999999999998,38.0,74.0,96.0,0.0,1011.37,16.67,2.13
9,24.6,22.6,27.53,33.0,33.6,8.399999999999999,11.0,34.0,52.0,64.0,0.0,1007.3,16.67,2.63
7,23.2,22.6,28.37,34.6,35.2,11.400000000000002,12.600000000000001,36.0,55.0,74.0,0.0,1011.4,18.33,1.53
5,21.0,19.2,26.3,32.0,32.0,11.0,12.8,39.0,66.67,81.0,0.0,1014.37,1.67,0.37
13,21.0,18.4,25.6,32.0,32.2,11.0,13.800000000000004,41.0,59.67,72.0,0.0,1014.5,12.33,1.67
12,17.9,17.6,22.83,25.6,25.8,7.700000000000003,8.2,66.0,79.67,95.0,4.4,1019.4,18.33,1.63
9,18.9,18.0,22.77,30.1,31.1,11.200000000000003,13.100000000000001,49.0,79.67,96.0,0.0,1021.1,15.33,1.3
7,20.6,19.8,23.83,27.8,29.5,7.199999999999999,9.7,60.0,74.0,82.0,0.0,1016.1,9.33,0.97
7,21.3,19.0,24.07,27.6,28.2,6.300000000000001,9.2,55.0,70.0,80.0,0.0,1017.77,12.0,0.17
4,21.8,18.7,22.5,23.3,24.2,1.5,5.5,70.0,71.67,74.0,0.0,1015.13,19.67,0.97
4,16.5,15.4,18.1,18.9,19.1,2.3999999999999986,3.700000000000001,80.0,82.0,84.0,0.1,1021.93,14.0,2.07
8,18.9,17.7,22.53,29.7,30.2,10.8,12.5,45.0,74.67,90.0,0.1,1018.23,8.0,2.57
7,21.4,18.3,22.57,24.2,27.0,2.8000000000000007,8.7,67.0,75.33,80.0,0.0,1012.7,24.33,1.7
10,14.6,14.2,16.87,18.6,19.0,4.000000000000002,4.800000000000001,72.0,86.33,94.0,18.900000000000002,1014.87,17.0,1.43
4,15.6,14.8,16.97,19.3,19.7,3.700000000000001,4.899999999999999,63.0,79.67,89.0,4.8,1021.67,18.33,2.63
8,15.1,14.5,18.93,24.3,24.8,9.200000000000001,10.3,58.0,73.0,83.0,0.3,1020.07,14.0,2.43
4,17.7,13.9,20.9,27.2,27.6,9.5,13.700000000000001,48.0,71.67,86.0,0.0,1013.37,19.67,2.43
12,17.0,14.1,19.43,22.5,23.2,5.5,9.1,49.0,76.33,92.0,27.4,1012.67,16.67,3.1
8,12.7,9.6,15.13,18.3,18.9,5.600000000000001,9.299999999999999,58.0,70.0,76.0,0.0,1020.53,17.0,2.2
7,13.7,13.5,17.7,23.2,23.6,9.5,10.100000000000001,63.0,77.33,88.0,0.0,1018.6,14.0,2.0
7,17.2,14.9,17.77,18.1,20.4,0.9000000000000021,5.499999999999998,83.0,88.67,96.0,3.0,1014.07,20.0,1.63
7,17.2,15.9,19.27,22.8,23.4,5.600000000000001,7.499999999999998,43.0,74.0,98.0,10.8,1013.3,19.67,3.33
8,13.8,9.6,17.5,21.4,21.6,7.599999999999998,12.000000000000002,49.0,61.67,71.0,0.0,1020.43,30.33,1.7
12,14.2,10.2,19.03,27.8,28.4,13.600000000000001,18.2,47.0,68.33,85.0,0.0,1017.43,24.33,1.6
9,18.8,14.0,22.8,30.0,30.4,11.2,16.4,48.0,69.33,82.0,0.0,1016.5,22.67,1.47
11,19.0,13.9,24.27,31.2,31.3,12.2,17.4,41.0,64.33,77.0,0.0,1014.4,21.33,1.87
9,11.7,10.2,15.07,17.8,18.6,6.100000000000001,8.400000000000002,66.0,79.67,94.0,0.0,1015.17,30.33,2.1
7,11.2,10.8,14.13,16.6,17.8,5.400000000000002,7.0,64.0,77.33,88.0,0.0,1014.2,28.67,1.8
9,10.8,10.5,12.07,13.0,13.4,2.1999999999999993,2.9000000000000004,66.0,73.67,78.0,0.0,1014.43,28.67,2.7
7,8.3,7.2,11.07,14.1,14.2,5.799999999999999,6.999999999999999,67.0,81.33,96.0,0.0,1016.1,20.0,1.17
10,8.8,6.1,11.13,14.8,15.2,6.0,9.1,58.0,81.33,96.0,0.0,1017.13,21.33,1.2
8,10.2,8.6,11.8,13.4,14.8,3.200000000000001,6.200000000000001,71.0,77.67,85.0,0.0,1017.73,24.33,1.3
9,7.4,6.8,11.87,16.4,16.4,8.999999999999998,9.599999999999998,56.0,73.33,86.0,0.0,1018.5,30.33,2.7
16,8.9,8.1,12.07,15.0,16.7,6.1,8.6,38.0,64.33,85.0,0.0,1019.9,28.67,3.13
8,5.6,3.8,9.67,13.8,14.2,8.200000000000001,10.399999999999999,39.0,58.67,76.0,0.0,1023.77,28.67,2.77
8,8.4,4.8,9.47,11.2,13.0,2.799999999999999,8.2,70.0,76.0,87.0,0.6,1023.83,22.67,1.47
14,4.8,3.4,8.6,12.4,12.8,7.6000000000000005,9.4,44.0,61.33,81.0,0.0,1026.27,28.67,3.33
5,4.8,3.3,9.13,14.6,15.0,9.8,11.7,48.0,67.33,82.0,0.0,1028.33,30.33,2.37
9,5.0,3.0,10.0,16.6,17.6,11.600000000000001,14.600000000000001,58.0,77.67,94.0,0.0,1030.53,28.67,1.03
9,7.0,5.2,11.73,17.6,18.6,10.600000000000001,13.400000000000002,65.0,83.0,94.0,0.0,1027.7,22.67,1.47
17,9.0,7.2,14.07,20.4,21.2,11.399999999999999,14.0,57.0,80.67,97.0,0.0,1024.43,15.33,0.83
7,12.3,11.4,14.07,15.7,18.8,3.3999999999999986,7.4,81.0,86.0,90.0,0.0,1022.2,12.33,1.67
8,9.8,9.4,11.6,12.6,14.6,2.799999999999999,5.199999999999999,79.0,86.67,91.0,4.7,1022.87,22.67,2.1
16,8.8,7.1,10.03,11.6,12.2,2.799999999999999,5.1,80.0,90.33,99.0,0.0,1025.07,29.0,1.47
10,6.4,5.3,7.73,9.2,10.4,2.799999999999999,5.1000000000000005,89.0,94.67,100.0,0.1,1026.13,24.33,1.5
14,8.2,7.4,10.2,13.8,13.8,5.600000000000001,6.4,63.0,81.0,91.0,0.0,1028.1,22.67,1.37
13,8.4,8.4,11.87,17.2,17.8,8.799999999999999,9.4,64.0,86.0,97.0,0.0,1028.7,12.33,2.2
10,13.0,12.1,14.1,15.7,15.7,2.6999999999999993,3.5999999999999996,80.0,85.67,90.0,1.0,1024.67,14.0,2.53
11,13.0,12.0,14.83,17.3,18.1,4.300000000000001,6.100000000000001,75.0,87.0,93.0,0.0,1022.8,21.0,1.23
10,11.2,9.2,14.23,19.2,19.8,8.0,10.600000000000001,65.0,86.33,98.0,0.1,1023.73,12.33,1.47
12,10.8,9.0,14.77,19.8,19.8,9.0,10.8,72.0,87.0,96.0,0.1,1022.77,12.33,1.13
5,12.9,12.1,16.97,22.2,22.2,9.299999999999999,10.1,60.0,80.33,94.0,0.0,1023.37,9.33,1.17
10,12.4,11.6,15.1,18.7,19.2,6.299999999999999,7.6,72.0,87.33,97.0,0.0,1025.6,21.33,1.37
8,12.4,11.8,13.6,14.6,15.4,2.1999999999999993,3.5999999999999996,89.0,93.67,97.0,0.0,1025.1,23.0,0.97
12,13.0,12.7,14.63,16.6,17.9,3.6000000000000014,5.199999999999999,95.0,96.33,98.0,0.2,1023.77,24.33,0.97
10,11.5,11.0,13.83,16.4,17.2,4.899999999999999,6.199999999999999,83.0,91.33,96.0,0.0,1023.83,16.67,1.73
13,12.4,11.8,17.53,26.2,27.2,13.799999999999999,15.399999999999999,59.0,83.0,97.0,0.0,1022.57,22.67,0.93
6,14.7,13.1,19.93,26.4,26.8,11.7,13.700000000000001,58.0,81.0,96.0,0.2,1021.0,15.33,1.0
10,15.9,13.5,21.77,29.4,29.6,13.499999999999998,16.1,42.0,70.67,91.0,0.0,1019.3,21.33,1.5
5,18.6,15.5,22.6,28.6,29.0,10.0,13.5,43.0,66.67,79.0,0.0,1017.2,17.0,1.83
7,19.2,17.7,22.6,28.0,28.0,8.8,10.3,45.0,68.67,81.0,0.0,1015.13,9.33,1.97
7,13.9,11.8,17.27,23.3,24.1,9.4,12.3,61.0,70.67,88.0,21.8,1011.53,30.0,4.3
3,11.0,9.8,13.67,18.0,18.4,7.0,8.599999999999998,53.0,68.67,82.0,0.0,1018.93,28.67,3.77
6,9.2,7.6,13.73,19.2,19.4,10.0,11.799999999999999,57.0,76.67,94.0,0.0,1023.33,25.67,1.07
2,12.2,11.7,12.83,13.5,16.0,1.3000000000000007,4.300000000000001,77.0,88.0,94.0,9.4,1020.6,13.67,1.2
8,11.5,11.0,14.23,18.6,19.0,7.100000000000001,8.0,73.0,88.0,96.0,2.4000000000000004,1014.33,20.0,1.27
9,13.6,12.5,14.53,15.8,15.8,2.200000000000001,3.3000000000000007,88.0,94.0,98.0,69.2,1012.63,9.33,1.13
16,15.7,13.9,16.23,17.2,18.9,1.5,4.999999999999998,78.0,91.0,98.0,16.0,1011.87,26.0,3.33
10,10.5,9.5,14.17,17.8,18.2,7.300000000000001,8.7,66.0,85.33,97.0,0.3,1017.17,18.33,1.7
13,14.0,13.0,14.9,16.5,18.0,2.5,5.0,87.0,93.33,98.0,7.699999999999999,1012.0,17.0,2.73
15,15.2,12.7,16.93,19.2,19.2,4.0,6.5,67.0,87.33,98.0,1.9,1010.53,24.0,2.27
14,11.8,9.2,13.83,15.3,16.1,3.5,6.900000000000002,51.0,78.0,96.0,0.8999999999999999,1015.07,25.67,3.7
16,7.3,6.5,9.47,11.7,12.1,4.3999999999999995,5.6,48.0,65.33,80.0,0.0,1021.4,27.0,4.47
9,8.6,7.4,10.93,14.4,14.5,5.800000000000001,7.1,59.0,71.33,89.0,0.0,1025.5,32.0,2.07
9,8.4,6.0,10.7,15.0,15.1,6.6,9.1,62.0,76.33,86.0,0.0,1025.67,9.33,1.23
5,7.4,5.0,9.83,13.9,14.2,6.5,9.2,54.0,78.0,91.0,0.0,1025.57,24.0,1.3
7,8.3,7.0,10.93,15.4,16.4,7.1,9.399999999999999,66.0,81.67,90.0,0.0,1024.4,27.33,1.73
10,8.6,7.2,11.27,15.8,15.8,7.200000000000001,8.600000000000001,65.0,84.0,95.0,0.0,1024.33,12.33,1.47
12,8.2,7.4,13.1,21.0,22.3,12.8,14.9,55.0,82.0,98.0,0.1,1019.27,24.33,1.17
9,12.8,11.3,16.07,20.4,21.2,7.599999999999998,9.899999999999999,64.0,81.0,92.0,0.0,1019.0,20.0,1.4
7,13.6,12.1,17.83,24.6,24.6,11.000000000000002,12.500000000000002,62.0,79.0,95.0,0.0,1018.23,9.33,1.93
8,16.2,13.0,17.03,18.4,21.2,2.1999999999999993,8.2,86.0,90.0,94.0,20.2,1010.77,17.0,2.63
11,11.4,10.4,13.03,14.4,14.9,3.0,4.5,61.0,68.67,78.0,0.6,1018.73,27.0,5.8
9,8.0,5.4,11.13,14.6,14.9,6.6,9.5,64.0,76.67,89.0,0.0,1026.67,25.67,1.63
12,8.2,6.5,11.33,16.9,18.6,8.7,12.100000000000001,60.0,80.67,93.0,0.0,1025.0,20.0,1.73
6,12.5,9.8,16.13,23.4,23.7,10.899999999999999,13.899999999999999,62.0,75.33,82.0,0.0,1021.43,15.33,2.1
12,17.0,13.6,21.33,29.2,29.2,12.2,15.6,41.0,68.33,84.0,0.0,1017.63,21.33,1.47
9,16.4,13.7,18.9,20.3,22.7,3.900000000000002,9.0,71.0,79.0,85.0,0.0,1016.0,18.33,1.7
7,12.6,11.9,13.7,14.7,14.8,2.0999999999999996,2.9000000000000004,75.0,82.33,88.0,0.0,1026.27,18.0,1.73
17,12.2,11.2,16.07,21.6,21.8,9.400000000000002,10.600000000000001,63.0,79.67,91.0,0.0,1024.27,14.0,2.8
11,14.8,13.9,17.87,23.0,24.6,8.2,10.700000000000001,72.0,83.33,89.0,0.0,1019.17,14.0,1.93
7,17.8,14.9,21.83,29.0,29.1,11.2,14.200000000000001,48.0,74.67,90.0,0.0,1016.1,27.33,1.67
12,15.7,12.7,17.67,20.6,20.7,4.900000000000002,8.0,83.0,87.0,90.0,0.0,1014.57,15.33,2.3
6,12.3,11.1,14.9,19.4,19.6,7.099999999999998,8.500000000000002,54.0,81.33,95.0,21.4,1020.47,16.67,1.13
15,12.6,9.6,14.47,18.2,19.3,5.6,9.700000000000001,54.0,68.33,83.0,0.0,1020.83,14.0,2.77
