obito,tmin_3h,tmin,temp,tmax_3h,tmax,amplitude_t_3h,amplitude_t,urmin,umidade,urmax,prec,pressao,ventodir,ventovel
13,10.4,9.6,11.8,13.6,13.8,3.1999999999999993,4.200000000000001,72.0,88.33,98.0,0.0,1024.1,24.33,1.23
12,9.5,9.2,11.4,15.1,15.5,5.6,6.300000000000001,64.0,80.0,89.0,0.0,1027.07,30.33,1.5
9,7.0,6.0,11.3,17.6,18.0,10.600000000000001,12.0,60.0,82.0,94.0,0.0,1026.1,3.0,0.17
12,9.5,8.8,11.9,16.0,18.6,6.5,9.8,75.0,88.0,97.0,0.0,1020.4,21.33,1.27
11,14.0,12.2,18.53,27.6,27.8,13.600000000000001,15.600000000000001,46.0,76.0,93.0,0.0,1014.33,16.67,1.23
8,19.3,15.8,22.53,28.7,28.8,9.399999999999999,13.0,45.0,65.0,85.0,0.0,1012.87,24.33,0.87
8,21.3,19.9,23.83,27.0,28.0,5.699999999999999,8.100000000000001,49.0,58.67,69.0,0.0,1009.83,22.67,1.37
9,14.4,13.8,17.17,22.4,22.4,7.999999999999998,8.599999999999998,80.0,91.0,97.0,22.5,1011.83,9.33,0.97
11,12.4,12.2,13.53,14.4,15.3,2.0,3.1000000000000014,92.0,94.67,96.0,47.0,1015.87,16.67,2.2
9,13.2,13.0,13.8,14.6,15.2,1.4000000000000004,2.1999999999999993,93.0,93.33,94.0,10.899999999999999,1019.83,16.67,2.13
7,12.7,9.1,13.47,14.3,14.3,1.6000000000000014,5.200000000000001,92.0,96.0,98.0,16.7,1015.83,15.0,1.33
10,5.3,5.2,7.8,9.1,10.4,3.8,5.2,50.0,74.33,95.0,3.9000000000000004,1024.27,27.33,2.7
14,1.6,0.4,6.3,11.5,12.0,9.9,11.6,63.0,78.33,93.0,0.1,1025.37,12.0,0.97
11,10.2,9.4,12.63,17.3,17.8,7.100000000000001,8.4,78.0,85.0,98.0,2.1,1020.23,12.33,1.1
13,13.4,11.9,14.4,15.5,16.0,2.0999999999999996,4.1,81.0,92.0,98.0,2.4,1014.6,9.33,1.77
9,8.4,7.6,11.57,14.4,14.8,6.0,7.200000000000001,53.0,69.0,79.0,0.0,1018.2,28.67,2.83
16,6.0,3.8,10.2,16.4,16.6,10.399999999999999,12.8,66.0,83.33,95.0,0.1,1018.63,15.0,0.87
7,9.0,7.7,11.33,15.3,15.8,6.300000000000001,8.100000000000001,81.0,89.33,96.0,0.1,1015.93,15.0,0.53
9,11.5,9.5,13.2,15.2,15.7,3.6999999999999993,6.199999999999999,81.0,91.33,97.0,34.0,1014.77,12.0,0.6
9,8.8,7.6,12.93,18.4,18.8,9.599999999999998,11.200000000000001,52.0,80.67,95.0,0.1,1016.93,18.33,1.23
9,9.0,7.8,13.73,20.4,21.0,11.399999999999999,13.2,58.0,80.67,94.0,0.0,1015.63,28.67,1.13
9,9.6,8.0,14.43,20.1,20.5,10.500000000000002,12.5,68.0,85.0,96.0,0.1,1015.17,6.33,0.27
7,14.7,13.6,15.5,16.4,18.6,1.6999999999999993,5.000000000000002,96.0,97.0,98.0,38.5,1005.43,4.67,1.13
9,8.3,7.2,13.37,17.2,17.2,8.899999999999999,10.0,36.0,68.67,95.0,0.1,1010.83,27.33,3.17
6,5.2,3.0,10.93,17.4,17.6,12.2,14.600000000000001,42.0,63.67,87.0,0.0,1017.03,12.33,1.63
7,9.6,8.3,11.53,13.8,15.0,4.200000000000001,6.699999999999999,59.0,70.33,77.0,0.0,1016.33,24.33,2.33
9,8.0,6.0,10.6,15.5,15.8,7.5,9.8,48.0,61.33,69.0,0.0,1022.03,22.67,2.17
13,7.0,5.5,11.8,17.4,17.6,10.399999999999999,12.100000000000001,56.0,72.0,85.0,0.0,1023.9,15.0,0.87
11,6.2,5.4,8.63,10.5,11.5,4.3,6.1,52.0,67.33,77.0,0.0,1033.23,18.33,1.9
10,5.4,1.9,8.63,14.2,14.5,8.799999999999999,12.6,63.0,79.33,91.0,0.0,1034.83,3.0,0.27
10,8.1,6.3,11.6,18.2,18.7,10.1,12.399999999999999,57.0,79.33,91.0,0.0,1028.3,10.67,0.87
10,9.7,7.2,14.13,20.7,21.8,11.0,14.600000000000001,54.0,78.33,93.0,0.0,1021.57,3.0,0.53
6,10.0,7.7,15.63,23.5,23.9,13.5,16.2,57.0,79.0,94.0,0.0,1017.57,13.67,0.77
10,11.3,11.3,13.37,17.0,17.1,5.699999999999999,5.800000000000001,83.0,90.67,95.0,10.7,1022.5,14.0,2.47
5,13.0,10.6,15.3,18.2,18.5,5.199999999999999,7.9,91.0,95.67,98.0,28.6,1020.8,10.67,1.87
11,10.2,9.0,12.97,16.5,16.5,6.300000000000001,7.5,88.0,91.67,95.0,1.2,1021.2,27.0,3.1
10,7.4,5.0,9.7,12.5,13.5,5.1,8.5,71.0,85.33,94.0,3.3000000000000003,1025.37,13.67,1.93
7,9.8,9.8,15.4,22.9,23.0,13.099999999999998,13.2,64.0,77.0,84.0,0.0,1016.03,9.33,1.27
12,10.2,9.8,13.53,15.9,15.9,5.700000000000001,6.1,53.0,77.33,90.0,25.7,1016.23,19.67,3.0
8,7.4,4.1,12.27,19.6,20.6,12.200000000000001,16.5,52.0,71.0,87.0,0.0,1020.27,12.0,0.9
11,13.0,12.6,17.87,26.0,27.2,13.0,14.6,61.0,77.33,87.0,0.0,1016.03,10.67,1.1
12,20.2,12.5,21.13,22.0,24.8,1.8000000000000007,12.3,61.0,72.67,87.0,0.2,1011.77,11.0,2.03
10,9.0,6.4,12.0,14.5,15.2,5.5,8.799999999999999,50.0,70.0,83.0,0.0,1026.57,28.67,1.9
11,9.2,7.5,12.83,20.0,20.4,10.8,12.899999999999999,56.0,75.33,88.0,0.0,1025.07,10.67,1.47
12,13.8,11.2,19.63,28.3,28.6,14.5,17.400000000000002,47.0,70.67,89.0,0.0,1017.4,15.33,1.73
8,20.2,17.4,23.53,29.2,29.5,9.0,12.100000000000001,46.0,68.33,82.0,0.0,1014.87,4.67,0.6
8,22.5,17.4,25.7,32.0,32.4,9.5,15.0,35.0,57.33,74.0,0.0,1014.3,15.33,1.97
6,12.8,12.6,14.53,17.3,17.3,4.5,4.700000000000001,83.0,89.0,92.0,0.5,1023.37,15.33,2.43
8,11.5,10.6,12.2,13.0,13.4,1.5,2.8000000000000007,88.0,92.0,95.0,1.5,1024.73,14.0,2.97
9,10.8,10.8,12.17,13.5,13.8,2.6999999999999993,3.0,86.0,90.67,93.0,7.000000000000001,1023.43,14.0,2.97
11,12.9,12.0,16.77,22.7,22.7,9.799999999999999,10.7,67.0,83.67,93.0,0.1,1020.13,15.33,1.4
10,10.4,10.0,12.63,14.5,15.2,4.1,5.199999999999999,75.0,84.67,92.0,3.1999999999999997,1020.73,25.67,2.83
4,7.4,5.4,10.6,13.0,13.4,5.6,8.0,75.0,84.33,97.0,0.1,1025.77,18.33,0.97
16,8.4,6.6,13.67,21.0,21.6,12.6,15.000000000000002,55.0,76.33,94.0,0.0,1022.13,3.0,0.1
11,14.7,13.5,20.23,29.8,31.0,15.100000000000001,17.5,52.0,73.33,86.0,0.0,1012.6,10.67,0.7
5,13.2,12.6,16.4,22.2,22.2,9.0,9.6,86.0,87.0,89.0,0.0,1011.9,9.33,2.6
10,12.4,12.4,12.9,13.5,14.5,1.0999999999999996,2.0999999999999996,90.0,93.33,95.0,24.0,1013.97,14.0,2.2
11,14.5,14.4,15.07,15.8,16.2,1.3000000000000007,1.799999999999999,89.0,94.0,97.0,37.8,1008.97,17.0,3.4
10,11.4,10.8,13.03,14.7,14.7,3.299999999999999,3.8999999999999986,66.0,79.33,87.0,0.0,1016.9,27.33,4.57
9,7.9,5.7,11.57,16.0,17.6,8.1,11.900000000000002,59.0,73.67,87.0,0.0,1023.0,16.67,0.77
7,8.2,5.0,12.37,17.9,18.3,9.7,13.3,56.0,79.33,97.0,0.0,1028.0,12.0,1.03
9,11.8,10.7,15.13,19.4,19.4,7.599999999999998,8.7,62.0,76.33,90.0,0.0,1030.27,8.0,4.27
15,15.1,13.7,16.4,18.6,21.4,3.5000000000000018,7.699999999999999,82.0,86.0,93.0,5.2,1024.07,15.33,1.63
9,6.6,5.0,11.67,19.2,19.7,12.6,14.7,66.0,80.67,90.0,0.0,1028.47,17.0,0.57
13,11.9,10.0,14.97,20.0,20.4,8.1,10.399999999999999,71.0,87.33,99.0,0.0,1025.9,18.33,0.87
7,14.2,13.9,15.47,17.6,18.3,3.400000000000002,4.4,89.0,92.67,98.0,7.3,1020.87,16.67,1.0
3,15.4,14.2,16.77,19.4,19.6,3.9999999999999982,5.400000000000002,81.0,91.0,98.0,3.5,1018.6,12.33,0.97
7,14.0,12.0,17.33,21.6,22.5,7.600000000000001,10.5,75.0,89.33,98.0,0.0,1016.9,0.0,0.0
12,15.3,14.2,18.13,21.3,21.8,6.0,7.600000000000001,58.0,80.33,94.0,10.7,1017.1,10.67,0.5
12,10.7,9.2,13.73,16.0,19.6,5.300000000000001,10.400000000000002,81.0,90.33,97.0,2.0,1019.37,9.33,0.43
6,13.6,13.6,15.4,18.0,18.3,4.4,4.700000000000001,95.0,97.0,98.0,23.5,1016.27,6.0,0.1
5,16.6,14.8,16.9,17.4,17.4,0.7999999999999972,2.599999999999998,94.0,96.67,98.0,25.700000000000003,1011.2,16.67,1.27
6,9.9,8.5,12.63,14.8,14.8,4.9,6.300000000000001,64.0,78.0,93.0,4.4,1014.07,30.0,5.57
6,6.0,4.5,10.23,16.0,16.4,10.0,11.899999999999999,56.0,78.33,95.0,0.0,1019.57,21.0,0.67
13,6.8,6.0,11.2,18.0,18.2,11.2,12.2,55.0,77.67,94.0,0.1,1021.67,16.67,0.53
12,7.8,5.0,12.27,18.2,18.5,10.399999999999999,13.5,60.0,84.0,99.0,0.0,1019.63,7.67,0.37
14,10.0,8.4,13.07,18.6,19.8,8.600000000000001,11.4,81.0,89.33,98.0,7.5,1010.43,9.0,1.1
6,8.8,8.0,12.57,15.5,15.9,6.699999999999999,7.9,38.0,63.67,88.0,0.0,1015.6,32.0,2.53
6,5.2,4.2,9.47,13.4,13.6,8.2,9.399999999999999,52.0,66.67,94.0,0.0,1025.67,32.0,1.63
8,3.8,1.8,8.77,15.5,15.7,11.7,13.899999999999999,53.0,79.0,96.0,0.0,1022.2,9.0,0.43
15,4.7,3.5,10.27,17.9,19.2,13.2,15.7,52.0,77.67,95.0,0.0,1018.4,9.0,0.17
4,10.1,9.8,13.0,17.4,18.2,7.299999999999999,8.399999999999999,72.0,79.67,92.0,0.3,1015.13,10.67,0.93
7,14.0,11.8,14.4,14.8,16.6,0.8000000000000007,4.800000000000001,81.0,88.33,95.0,9.3,1009.77,30.33,1.43
13,9.8,9.4,11.33,12.4,13.4,2.5999999999999996,4.0,68.0,77.33,86.0,0.0,1015.33,30.33,4.37
8,10.5,9.8,12.3,14.4,15.2,3.9000000000000004,5.399999999999999,65.0,79.67,91.0,0.0,1021.57,25.67,1.97
7,7.4,6.2,10.5,13.0,14.6,5.6,8.399999999999999,79.0,87.0,96.0,0.1,1026.0,21.0,0.4
6,12.2,11.2,13.67,16.6,17.0,4.400000000000002,5.800000000000001,81.0,89.0,98.0,1.1,1027.33,21.0,0.63
12,11.8,10.8,15.13,20.6,20.8,8.8,10.0,58.0,83.33,98.0,0.1,1025.53,6.0,0.7
6,13.0,12.0,14.9,17.1,17.4,4.100000000000001,5.399999999999999,86.0,89.0,94.0,0.2,1021.43,6.0,0.67
6,14.8,14.3,15.63,17.2,19.8,2.3999999999999986,5.5,92.0,94.67,97.0,26.5,1019.9,7.67,0.63
7,15.4,14.9,16.73,19.2,20.0,3.799999999999999,5.1,87.0,93.33,98.0,2.3000000000000003,1019.03,18.33,0.63
6,14.7,14.0,16.13,18.1,19.8,3.400000000000002,5.800000000000001,83.0,92.67,100.0,0.2,1021.73,9.33,0.5
11,13.8,13.6,15.87,19.2,20.2,5.399999999999999,6.6,74.0,88.33,96.0,0.0,1020.83,18.0,0.87
9,14.5,13.7,16.43,19.4,20.4,4.899999999999999,6.699999999999999,67.0,84.67,96.0,0.0,1019.7,11.0,1.17
11,11.2,10.2,13.53,15.4,15.6,4.200000000000001,5.4,91.0,94.0,98.0,0.30000000000000004,1021.67,24.0,0.53
10,14.1,13.4,14.4,14.9,15.3,0.8000000000000007,1.9000000000000004,93.0,96.67,99.0,6.8,1022.57,12.33,0.93
5,13.6,12.9,14.67,16.2,17.8,2.5999999999999996,4.9,88.0,93.0,98.0,0.1,1021.3,6.0,0.5
9,12.4,12.2,17.2,24.8,25.4,12.4,13.2,58.0,83.67,97.0,0.2,1018.47,14.0,1.03
17,13.4,12.4,19.07,26.0,26.7,12.6,14.299999999999999,53.0,80.33,98.0,0.1,1018.8,10.67,0.53
8,14.6,12.2,19.8,26.9,27.2,12.299999999999999,15.0,55.0,73.33,84.0,0.1,1016.73,14.0,1.0
4,17.7,15.3,18.97,21.0,21.0,3.3000000000000007,5.699999999999999,68.0,80.0,87.0,5.6,1017.17,21.33,2.07
8,14.4,13.4,16.6,20.0,20.8,5.6,7.4,76.0,84.33,91.0,0.0,1023.0,15.33,1.6
8,15.4,15.1,18.23,22.1,22.1,6.700000000000001,7.000000000000002,73.0,87.0,98.0,0.0,1024.73,23.0,1.0
8,16.2,15.3,19.3,24.5,24.7,8.3,9.399999999999999,59.0,83.33,96.0,0.0,1026.6,15.0,0.93
10,16.8,13.2,19.27,22.8,24.4,6.0,11.2,55.0,72.67,90.0,0.0,1023.3,12.33,1.6
9,15.0,14.1,20.03,27.7,28.0,12.7,13.9,48.0,73.0,91.0,0.0,1019.0,24.33,0.57
10,16.3,14.4,21.03,27.0,27.6,10.7,13.200000000000001,54.0,79.67,94.0,0.0,1020.63,18.33,0.6
7,15.3,14.1,21.07,28.0,28.6,12.7,14.500000000000002,50.0,78.0,98.0,0.0,1022.97,7.67,0.47
5,13.2,12.2,19.8,25.4,25.6,12.2,13.400000000000002,44.0,68.33,84.0,0.0,1020.63,21.33,1.07
4,12.7,11.0,18.67,26.4,27.0,13.7,16.0,42.0,69.67,88.0,0.0,1014.77,16.67,1.67
7,15.7,13.7,18.77,21.2,22.2,5.5,8.5,59.0,70.67,84.0,0.0,1013.23,18.0,2.03
8,12.6,11.8,15.27,17.6,18.7,5.000000000000002,6.899999999999999,58.0,77.67,88.0,0.0,1018.23,14.0,1.73
7,13.0,12.2,14.27,15.0,15.7,2.0,3.5,75.0,88.33,96.0,3.7,1020.83,14.0,1.53
12,15.6,15.5,16.87,18.6,19.6,3.0000000000000018,4.100000000000001,94.0,94.67,96.0,3.9000000000000004,1015.4,12.33,1.87
15,18.4,16.3,19.43,21.3,23.3,2.900000000000002,7.0,71.0,76.67,80.0,2.2,1009.13,27.33,3.17
12,13.7,12.6,15.27,16.4,16.8,2.6999999999999993,4.200000000000001,70.0,75.33,82.0,0.0,1018.03,23.0,2.27
6,12.6,12.2,14.6,17.8,19.4,5.200000000000001,7.199999999999999,66.0,83.33,96.0,0.0,1017.23,26.0,1.9
9,9.2,8.4,12.33,14.0,15.8,4.800000000000001,7.4,67.0,74.67,86.0,0.0,1022.5,27.33,2.13
8,9.2,6.8,13.27,19.3,19.8,10.100000000000001,13.0,59.0,79.33,91.0,0.0,1023.97,9.0,1.5
7,14.0,13.4,14.27,14.6,15.8,0.5999999999999996,2.4000000000000004,88.0,91.67,95.0,13.1,1018.73,12.33,1.77
9,13.6,14.5,14.6,15.6,16.1,2.0,1.6000000000000014,93.0,95.33,98.0,27.8,1020.23,12.33,0.33
6,14.9,14.2,15.6,16.8,16.8,1.9000000000000004,2.6000000000000014,96.0,97.67,99.0,42.8,1019.8,6.0,0.87
8,15.8,15.1,16.9,18.4,20.2,2.599999999999998,5.1,90.0,94.67,97.0,31.7,1013.77,13.67,1.07
8,13.8,13.0,16.33,18.8,19.3,5.0,6.300000000000001,72.0,84.0,94.0,0.0,1015.43,13.67,0.53
7,13.0,12.0,14.87,17.7,18.6,4.699999999999999,6.600000000000001,74.0,85.67,92.0,0.0,1016.97,9.33,1.33
11,15.0,14.3,15.6,16.6,18.4,1.6000000000000014,4.099999999999998,80.0,87.67,96.0,25.4,1009.8,19.67,3.37
6,12.0,10.8,13.6,14.4,15.0,2.4000000000000004,4.199999999999999,58.0,79.0,90.0,0.0,1013.77,23.0,1.5
8,7.0,3.7,13.5,18.8,20.0,11.8,16.3,48.0,76.0,91.0,0.0,1017.0,18.33,1.03
6,10.9,8.5,13.6,17.5,19.5,6.6,11.0,59.0,76.33,86.0,0.1,1016.27,18.33,1.2
6,10.8,8.4,15.07,22.2,22.8,11.399999999999999,14.4,63.0,76.0,86.0,0.0,1017.57,12.0,1.47
5,14.6,13.2,16.73,19.2,19.6,4.6,6.400000000000002,65.0,81.67,93.0,2.7,1014.4,18.33,1.4
7,10.5,8.6,13.5,16.4,16.7,5.899999999999999,8.1,63.0,77.0,86.0,0.0,1023.17,4.67,0.53
12,10.2,8.0,12.47,17.0,17.2,6.800000000000001,9.2,68.0,76.0,86.0,0.0,1024.83,9.33,1.5
9,13.0,10.4,16.27,22.4,23.2,9.399999999999999,12.799999999999999,61.0,77.33,87.0,0.0,1021.53,10.67,0.87
10,16.8,14.1,20.37,27.3,27.5,10.5,13.4,52.0,70.67,82.0,0.0,1015.83,9.33,1.33
8,15.7,14.0,17.8,20.9,20.9,5.199999999999999,6.899999999999999,72.0,82.33,92.0,26.400000000000002,1011.57,12.33,2.03
8,12.0,9.4,14.63,17.7,17.8,5.699999999999999,8.4,61.0,75.67,85.0,0.0,1020.87,14.0,1.63
5,12.8,12.4,16.93,21.8,22.2,9.0,9.799999999999999,67.0,82.0,92.0,0.0,1020.43,10.67,2.53
3,17.4,16.5,20.53,26.6,27.0,9.200000000000003,10.5,51.0,77.0,92.0,0.0,1015.53,13.67,1.87
9,19.1,16.7,20.37,21.8,26.1,2.6999999999999993,9.400000000000002,78.0,85.0,90.0,2.5,1014.5,6.0,0.27
5,18.7,13.6,19.73,21.1,21.6,2.400000000000002,8.000000000000002,79.0,86.0,96.0,13.1,1008.3,6.33,0.47
5,13.6,13.2,15.27,16.8,17.0,3.200000000000001,3.8000000000000007,94.0,95.67,97.0,22.4,1017.17,14.0,2.3
8,16.0,15.5,16.6,17.4,17.8,1.3999999999999986,2.3000000000000007,96.0,96.0,96.0,8.6,1019.27,14.0,1.97
7,17.5,17.2,20.03,24.5,24.5,7.0,7.300000000000001,77.0,92.0,100.0,1.0,1016.43,15.33,0.7
6,18.5,14.5,18.9,19.3,19.5,0.8000000000000007,5.0,87.0,91.0,94.0,6.4,1015.57,23.0,1.23
4,11.8,9.6,14.2,16.2,16.6,4.399999999999999,7.000000000000002,63.0,76.0,83.0,0.0,1023.03,26.0,1.3
5,9.6,6.2,12.07,16.8,17.0,7.200000000000001,10.8,61.0,78.0,89.0,0.0,1026.3,16.67,1.63
7,13.9,9.8,16.27,20.6,23.4,6.700000000000001,13.599999999999998,81.0,85.0,93.0,12.899999999999999,1018.1,6.0,0.93
8,15.7,13.6,18.37,21.2,21.6,5.5,8.000000000000002,58.0,79.0,92.0,0.0,1018.13,18.0,1.17
11,12.4,8.9,16.33,22.4,22.8,9.999999999999998,13.9,61.0,79.33,95.0,0.0,1020.57,7.67,1.37
9,14.2,11.8,18.97,27.5,28.1,13.3,16.3,48.0,76.0,91.0,0.0,1015.67,9.33,1.03
7,20.0,15.5,22.3,25.2,28.6,5.199999999999999,13.100000000000001,58.0,66.0,74.0,0.0,1007.57,15.0,2.8
7,11.8,11.2,15.6,17.6,18.0,5.800000000000001,6.800000000000001,43.0,65.33,79.0,0.4,1016.27,28.67,3.53
8,11.3,6.3,14.77,20.2,21.0,8.899999999999999,14.7,36.0,59.33,72.0,0.0,1023.47,15.33,0.7
11,11.2,6.6,15.67,23.4,23.8,12.2,17.200000000000003,40.0,63.33,78.0,0.0,1022.17,13.67,0.67
8,10.0,9.6,11.83,14.1,14.3,4.1,4.700000000000001,60.0,74.67,83.0,0.0,1014.7,30.33,5.77
10,9.5,8.8,11.03,12.1,12.1,2.5999999999999996,3.299999999999999,65.0,72.67,82.0,0.0,1018.37,27.0,3.63
5,6.3,4.9,9.77,14.2,14.6,7.8999999999999995,9.7,57.0,73.67,85.0,0.0,1023.73,18.33,1.2
9,5.2,4.0,10.9,18.7,19.1,13.5,15.100000000000001,47.0,77.0,97.0,0.0,1019.27,19.67,1.33
6,9.0,6.9,12.47,18.6,19.1,9.600000000000001,12.200000000000001,51.0,74.0,86.0,0.0,1016.53,26.0,2.37
10,8.0,6.5,12.73,16.4,17.6,8.399999999999999,11.100000000000001,56.0,74.0,86.0,0.0,1023.07,16.67,0.83
5,8.8,7.2,12.63,17.7,17.9,8.899999999999999,10.7,65.0,78.33,92.0,0.0,1025.53,12.33,1.67
11,9.7,8.0,14.6,22.1,23.0,12.400000000000002,15.0,53.0,79.67,96.0,0.0,1021.5,14.0,1.53
7,13.0,13.0,14.27,15.2,15.8,2.1999999999999993,2.8000000000000007,80.0,88.0,95.0,17.0,1018.27,10.67,0.6
8,12.6,11.1,14.3,16.5,17.3,3.9000000000000004,6.200000000000001,76.0,89.0,98.0,0.0,1019.17,9.33,0.73
12,10.3,9.1,12.6,16.2,16.7,5.899999999999999,7.6,66.0,84.67,96.0,0.2,1023.33,20.0,0.97
8,10.2,8.0,11.47,12.6,13.6,2.4000000000000004,5.6,91.0,93.33,96.0,0.5,1026.93,23.0,1.03
11,11.6,11.8,14.43,18.9,19.6,7.299999999999999,7.800000000000001,63.0,85.0,97.0,0.2,1019.17,9.33,1.0
10,11.7,10.3,15.53,21.8,22.2,10.100000000000001,11.899999999999999,49.0,77.67,93.0,0.1,1020.77,18.33,1.53
11,9.6,8.4,15.33,22.0,22.6,12.4,14.200000000000001,52.0,77.0,91.0,0.0,1019.13,13.67,1.27
8,13.8,13.2,14.23,15.0,15.2,1.1999999999999993,2.0,89.0,93.0,95.0,2.2,1016.07,24.33,0.9
8,10.9,10.8,12.77,13.9,13.9,3.0,3.0999999999999996,90.0,92.67,96.0,3.6999999999999997,1017.47,23.0,1.53
5,13.7,13.2,16.07,20.4,21.0,6.699999999999999,7.800000000000001,75.0,90.33,98.0,0.7,1021.03,7.67,0.83
11,11.4,11.0,16.87,23.6,24.3,12.200000000000001,13.3,57.0,82.67,98.0,0.1,1020.27,14.0,1.43
13,11.9,10.7,17.77,25.3,25.9,13.4,15.2,50.0,77.0,96.0,0.2,1017.2,17.0,1.53
9,13.5,12.3,18.7,25.2,25.6,11.7,13.3,44.0,72.0,90.0,0.0,1015.97,18.33,1.4
10,16.0,13.9,18.87,23.8,24.2,7.800000000000001,10.299999999999999,64.0,79.33,88.0,0.0,1009.83,17.0,0.97
12,18.0,12.4,18.4,19.0,20.2,1.0,7.799999999999999,90.0,93.33,96.0,15.3,1012.43,32.0,2.57
12,10.5,8.9,12.63,14.8,15.6,4.300000000000001,6.699999999999999,62.0,79.33,91.0,12.2,1021.5,21.33,2.23
3,10.0,9.5,11.63,14.0,15.0,4.0,5.5,73.0,83.0,89.0,0.0,1023.93,19.67,1.63
10,6.4,5.3,10.63,15.7,16.2,9.299999999999999,10.899999999999999,58.0,82.33,97.0,0.1,1025.77,12.33,1.33
11,9.4,5.2,11.53,14.6,15.2,5.199999999999999,10.0,76.0,82.67,87.0,0.0,1025.53,11.0,1.87
11,10.1,9.3,14.8,21.1,21.5,11.000000000000002,12.2,59.0,81.0,98.0,0.0,1021.6,9.33,1.47
12,15.1,14.4,19.3,26.0,26.6,10.9,12.200000000000001,61.0,77.0,87.0,0.0,1014.97,5.0,2.07
8,12.9,11.7,16.93,19.1,20.0,6.200000000000001,8.3,34.0,64.33,81.0,4.6,1012.33,30.33,4.6
6,9.1,7.1,14.3,18.6,19.4,9.500000000000002,12.299999999999999,46.0,56.33,76.0,0.0,1015.67,27.33,3.1
8,7.9,6.3,12.8,18.9,19.6,10.999999999999998,13.3,53.0,77.67,97.0,0.1,1017.47,20.0,1.47
14,7.2,5.5,12.4,17.2,18.2,10.0,12.7,57.0,76.67,99.0,0.0,1019.93,23.0,2.13
9,7.7,5.7,13.13,20.3,20.7,12.600000000000001,15.0,48.0,74.33,94.0,0.0,1021.27,12.33,1.17
6,10.4,8.7,15.0,21.8,22.2,11.4,13.5,51.0,73.67,86.0,0.0,1021.13,17.0,1.73
13,12.6,11.1,17.97,25.7,26.2,13.1,15.1,56.0,75.67,92.0,0.0,1014.2,9.33,1.4
11,17.5,15.6,18.5,19.2,20.0,1.6999999999999993,4.4,81.0,89.0,94.0,19.2,1016.53,24.33,3.13
14,15.4,13.7,16.77,17.5,18.1,2.0999999999999996,4.400000000000002,94.0,95.0,96.0,4.0,1015.7,12.33,0.77
5,11.4,10.9,13.13,14.0,15.2,2.5999999999999996,4.299999999999999,91.0,93.33,96.0,12.0,1019.47,15.33,2.37
11,13.8,13.3,15.13,16.8,17.0,3.0,3.6999999999999993,88.0,91.33,95.0,1.9000000000000001,1014.47,20.0,1.7
8,13.0,8.6,14.0,15.6,16.5,2.5999999999999996,7.9,75.0,85.0,93.0,0.0,1014.2,21.33,2.07
7,8.1,6.3,11.07,15.3,15.6,7.200000000000001,9.3,61.0,77.33,89.0,0.0,1021.3,30.33,2.3
13,8.3,6.1,11.97,18.0,18.2,9.7,12.1,63.0,82.67,96.0,0.0,1019.83,15.33,1.3
15,10.3,8.2,13.5,15.2,16.2,4.899999999999999,8.0,58.0,72.33,81.0,0.0,1023.27,15.33,1.4
10,8.6,5.6,10.67,14.2,14.4,5.6,8.8,74.0,80.33,86.0,0.0,1020.2,14.0,1.63
11,12.3,11.7,13.07,13.8,14.1,1.5,2.4000000000000004,91.0,95.33,98.0,6.7,1018.27,12.33,1.17
11,11.5,10.8,13.67,15.8,16.4,4.300000000000001,5.599999999999998,65.0,85.33,99.0,1.4000000000000001,1020.37,12.33,1.6
8,11.2,10.0,12.4,14.6,15.7,3.4000000000000004,5.699999999999999,83.0,87.33,94.0,0.0,1021.57,29.0,1.63
11,12.8,12.3,14.7,17.8,18.5,5.0,6.199999999999999,78.0,87.33,95.0,1.1,1024.03,15.33,0.93
6,12.1,10.0,15.4,19.6,21.2,7.500000000000002,11.2,50.0,73.33,87.0,0.0,1022.1,10.67,1.63
13,14.4,13.2,17.23,22.9,23.5,8.499999999999998,10.3,62.0,74.33,85.0,0.0,1012.37,10.67,2.37
6,15.7,14.3,18.63,20.9,24.2,5.199999999999999,9.899999999999999,61.0,70.67,83.0,10.8,1014.93,23.0,4.03
12,6.9,6.5,10.5,14.4,14.4,7.5,7.9,59.0,68.33,74.0,0.0,1019.63,24.33,5.07
13,3.4,2.8,6.5,9.1,10.3,5.699999999999999,7.500000000000001,47.0,68.0,83.0,0.0,1022.2,29.0,4.23
8,1.8,0.1,6.47,11.7,12.9,9.899999999999999,12.8,48.0,71.33,97.0,0.0,1024.4,19.67,1.7
12,3.1,1.1,7.77,14.2,15.6,11.1,14.5,49.0,72.0,84.0,0.0,1023.33,22.67,1.43
15,3.6,2.4,8.73,15.0,15.0,11.4,12.6,50.0,73.67,94.0,0.0,1021.37,19.67,1.4
3,9.1,6.3,11.4,15.7,17.8,6.6,11.5,72.0,74.67,78.0,0.0,1019.83,12.33,1.63
12,7.5,6.1,12.1,16.2,17.4,8.7,11.299999999999999,49.0,70.67,90.0,0.0,1020.17,15.33,1.67
12,5.8,4.8,10.3,14.7,14.7,8.899999999999999,9.899999999999999,46.0,74.0,94.0,0.0,1024.1,19.67,1.5
7,6.6,4.1,9.4,13.4,13.4,6.800000000000001,9.3,63.0,71.33,77.0,0.0,1027.13,12.33,2.7
19,10.9,10.4,13.7,17.8,19.2,6.9,8.799999999999999,76.0,81.67,92.0,0.0,1021.2,12.33,1.1
