Nome: PORTO ALEGRE
Codigo Estacao: 83967
Latitude: -30.05361111
Longitude: -51.17472221
Altitude: 41.18
Situacao: Operante
Data Inicial: 1996-01-01
Data Final: 2022-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);
2015-07-23;1200;0;1025,1;10,3;96;14;,4;
2015-07-23;1800;0;1022,8;18,1;76;14;,9;
2015-07-24;0000;0;1023,4;15,7;85;0;0;
2015-07-24;1200;0;1022,8;15;96;0;0;
2015-07-24;1800;0;1021,2;18,9;76;14;3,8;
2015-07-25;0000;0;1022,2;15,4;91;14;1,8;
2015-07-25;1200;0;1024,5;14,5;94;14;2;
2015-07-25;1800;0;1021,9;19,5;75;14;2,3;
2015-07-26;0000;2,6;1022,8;15,1;94;0;0;
2015-07-26;1200;,9;1021,7;15,6;97;0;0;
2015-07-26;1800;0;1019,3;19,2;81;18;1,8;
2015-07-27;0000;0;1022,2;16,5;93;18;1,3;
2015-07-27;1200;,4;1020;15,2;96;0;0;
2015-07-27;1800;0;1015,5;22;68;32;1,2;
2015-07-28;0000;0;1017,6;16,2;94;14;1,3;
2015-07-28;1200;,1;1019,2;14,8;94;36;1,3;
2015-07-28;1800;0;1016,7;25,1;55;5;1,3;
2015-07-29;0000;0;1015,9;19,5;88;14;1,9;
2015-07-29;1200;0;1020,3;16,1;96;0;0;
2015-07-29;1800;0;1018,4;23,7;68;27;,8;
2015-07-30;0000;0;1018,4;18,6;92;9;,8;
2015-07-30;1200;,1;1020,9;16,4;96;0;0;
2015-07-30;1800;0;1018,2;28,7;55;9;,8;
2015-07-31;0000;0;1018,2;21,2;79;0;0;
2015-07-31;1200;0;1016,5;18,8;68;9;1,5;
2015-07-31;1800;0;1013,2;28,8;45;36;1,6;
2015-08-01;0000;0;1013,1;23,1;72;9;,7;
2015-08-01;1200;0;1020,3;17,7;81;9;,9;
2015-08-01;1800;0;1016,6;23,7;66;14;3,1;
2015-08-02;0000;0;1015,5;17,7;88;14;1,7;
2015-08-02;1200;0;1012,4;20,4;72;36;1;
2015-08-02;1800;0;1010;28,6;47;36;2,9;
2015-08-03;0000;0;1010,6;24;66;0;0;
2015-08-03;1200;0;1012,7;20,5;72;18;1;
2015-08-03;1800;0;1015,2;21,4;72;18;2;
2015-08-04;0000;0;1015,7;19,2;79;14;1,1;
2015-08-04;1200;8,2;1020,5;17;94;14;,9;
2015-08-04;1800;0;1017,9;20,2;78;9;2,5;
2015-08-05;0000;0;1017,7;17,1;87;14;3,4;
2015-08-05;1200;30,6;1018,4;16,8;96;9;2,6;
2015-08-05;1800;,3;1015,6;20;83;14;2,8;
2015-08-06;0000;0;1015,7;17,5;96;5;1,7;
2015-08-06;1200;0;1012;18,8;88;9;1,3;
2015-08-06;1800;0;1006,4;31;38;36;3,4;
2015-08-07;0000;0;1007,4;25;64;9;1,4;
2015-08-07;1200;0;1008,4;24,6;58;5;2,3;
2015-08-07;1800;0;1006,1;33;34;36;4,2;
2015-08-08;0000;0;1008,3;27,3;55;5;2,1;
2015-08-08;1200;0;1014;23,2;74;14;,9;
2015-08-08;1800;0;1011,9;34,6;36;36;1,6;
2015-08-09;0000;0;1012,6;25,9;81;0;0;
2015-08-09;1200;0;1017,1;21;80;0;0;
2015-08-09;1800;0;1013,4;32;39;5;1,1;
2015-08-10;0000;0;1013,8;23,8;66;0;0;
2015-08-10;1200;0;1015,6;21;72;5;2;
2015-08-10;1800;0;1014,1;32;41;32;3;
2015-08-11;0000;0;1017,9;25,6;66;23;1;
2015-08-11;1200;3,4;1021,9;17,9;95;18;2,3;
2015-08-11;1800;1;1018,4;25;78;14;1,6;
2015-08-12;0000;0;1019,9;19,3;94;14;1,7;
2015-08-12;1200;0;1019,1;18,9;96;0;0;
2015-08-12;1800;0;1024,3;30,1;49;32;2,2;
2015-08-13;0000;0;1015,1;23,1;82;14;,4;
2015-08-13;1200;0;1016,6;20,6;80;0;0;
2015-08-13;1800;0;1016,6;27,8;60;14;2,5;
2015-08-14;0000;0;1018,2;23,3;75;0;0;
2015-08-14;1200;0;1019,5;21,3;80;0;0;
2015-08-14;1800;0;1015,6;27,6;55;36;,5;
2015-08-15;0000;0;1014,4;22,4;74;0;0;
2015-08-15;1200;0;1015,4;21,8;70;36;1,1;
2015-08-15;1800;0;1015,6;23,3;71;23;1,8;
2015-08-16;0000;0;1019,2;18,9;82;14;1,7;
2015-08-16;1200;,1;1024,5;16,5;84;14;1,8;
2015-08-16;1800;0;1022,1;18,9;80;14;2,7;
2015-08-17;0000;0;1021,5;18,9;89;14;2,5;
2015-08-17;1200;,1;1020;19;90;5;2,3;
2015-08-17;1800;0;1013,2;29,7;45;5;2,9;
2015-08-18;0000;0;1013,4;22,1;80;14;1,5;
2015-08-18;1200;0;1012,4;21,4;79;32;1;
2015-08-18;1800;0;1012,3;24,2;67;27;2,6;
2015-08-19;0000;5,8;1012,3;18,6;94;5;,3;
2015-08-19;1200;13;1015,6;14,6;93;23;2,5;
2015-08-19;1800;,1;1016,7;17,4;72;23;1,5;
2015-08-20;0000;0;1019,6;15,6;87;27;1,2;
2015-08-20;1200;4,7;1023,5;16;89;14;3,1;
2015-08-20;1800;,1;1021,9;19,3;63;14;3,6;
2015-08-21;0000;,3;1022,8;15,1;83;14;1,7;
2015-08-21;1200;0;1021,1;17,4;78;14;2,7;
2015-08-21;1800;0;1016,3;24,3;58;14;2,9;
2015-08-22;0000;0;1015,2;17,7;86;14;2,6;
2015-08-22;1200;0;1015,1;17,8;81;9;1,5;
2015-08-22;1800;0;1009,8;27,2;48;36;3,2;
2015-08-23;0000;15,6;1009,5;18,8;92;5;4,2;
2015-08-23;1200;11,8;1014,5;17;88;18;1,5;
2015-08-23;1800;0;1014;22,5;49;27;3,6;
2015-08-24;0000;0;1018,5;14,4;76;23;2,3;
2015-08-24;1200;0;1022,9;12,7;76;14;1,6;
2015-08-24;1800;0;1020,2;18,3;58;14;2,7;
2015-08-25;0000;0;1020,8;13,7;88;14;1,9;
2015-08-25;1200;0;1019,8;16,2;81;14;1,6;
2015-08-25;1800;0;1015,2;23,2;63;14;2,5;
2015-08-26;0000;0;1016,4;17,2;87;14;1,5;
2015-08-26;1200;0;1014,7;18,1;83;14;1,8;
2015-08-26;1800;3;1011,1;18;96;32;1,6;
2015-08-27;0000;10,8;1010,1;17,8;98;5;2,4;
2015-08-27;1200;0;1014,9;17,2;81;27;2,3;
2015-08-27;1800;0;1014,9;22,8;43;27;5,3;
2015-08-28;0000;0;1017,5;17,3;65;27;1,5;
2015-08-28;1200;0;1023,7;13,8;71;32;1,6;
2015-08-28;1800;0;1020,1;21,4;49;32;2;
2015-08-29;0000;0;1019,4;15,1;73;14;1,5;
2015-08-29;1200;0;1018,1;14,2;85;27;1;
2015-08-29;1800;0;1014,8;27,8;47;32;2,3;
2015-08-30;0000;0;1015,5;19,6;82;14;1,2;
2015-08-30;1200;0;1019,3;18,8;78;27;1,5;
2015-08-30;1800;0;1014,7;30;48;27;1,7;
2015-08-31;0000;0;1015,8;22,6;75;9;1;
2015-08-31;1200;0;1015,4;19;77;23;1,1;
2015-08-31;1800;0;1012;31,2;41;32;3,5;
2015-09-01;0000;0;1012;25,7;65;32;1,3;
2015-09-01;1200;,5;1025,2;16,6;74;18;3;
2015-09-01;1800;0;1024,9;18,9;58;14;3,2;
2015-09-02;0000;0;1025,7;14,1;77;14;2;
2015-09-02;1200;0;1024,9;14,6;72;14;3,1;
2015-09-02;1800;0;1019,2;21,5;52;14;4;
2015-09-03;0000;0;1019,4;15,9;75;14;3,8;
2015-09-03;1200;,1;1017,9;16,4;83;14;1,5;
2015-09-03;1800;,2;1016;22,2;70;14;4,5;
2015-09-04;0000;0;1018,7;16;87;14;3,3;
2015-09-04;1200;1,4;1021,1;15,2;87;14;2;
2015-09-04;1800;0;1020,1;19,2;70;14;4,1;
2015-09-05;0000;0;1021,8;15,1;85;9;1;
2015-09-05;1200;0;1022,3;16,6;85;14;1,3;
2015-09-05;1800;0;1019,6;17,8;79;14;4,8;
2015-09-06;0000;0;1018,8;15,2;89;14;1,4;
2015-09-06;1200;0;1018,1;14;91;23;1,7;
2015-09-06;1800;0;1013,9;20,7;58;27;1,8;
2015-09-07;0000;0;1014,1;16;82;0;0;
2015-09-07;1200;0;1013,6;14,2;78;36;1,3;
2015-09-07;1800;0;1008,1;23,4;50;18;2,3;
2015-09-08;0000;0;1008,2;16,2;79;14;3,3;
2015-09-08;1200;0;1005,8;16,7;89;27;1,1;
2015-09-08;1800;0;1005,8;20,5;73;23;2;
2015-09-09;0000;0;1007,6;16,9;84;36;1,1;
2015-09-09;1200;0;1013,2;14,7;96;9;,7;
2015-09-09;1800;0;1009,9;24,8;46;5;1,6;
2015-09-10;0000;0;1010,8;17;68;14;1,7;
2015-09-10;1200;0;1009,5;18,2;75;32;1,4;
2015-09-10;1800;1,8;1009,4;17,2;79;14;3,2;
2015-09-11;0000;4,3;1011,2;15,2;97;18;1,4;
2015-09-11;1200;,4;1016,5;12,3;71;23;2,3;
2015-09-11;1800;0;1016,1;17,2;36;27;4,1;
2015-09-12;0000;0;1019,6;13;53;27;1,5;
2015-09-12;1200;0;1023,5;9;66;27;1,3;
2015-09-12;1800;0;1022;15,5;39;32;3,6;
2015-09-13;0000;0;1023,3;11,3;64;0;0;
2015-09-13;1200;0;1025,1;11,1;62;32;1,8;
2015-09-13;1800;0;1020,9;21,2;34;32;4;
2015-09-14;0000;0;1021,2;14,8;70;0;0;
2015-09-14;1200;0;1024,2;13,8;65;32;1;
2015-09-14;1800;0;1020,1;25,5;31;32;2;
2015-09-15;0000;0;1019,3;17,7;48;14;2,2;
2015-09-15;1200;0;1017,5;17;64;0;0;
2015-09-15;1800;0;1011;28,2;42;36;2,1;
2015-09-16;0000;0;1009,2;22;64;0;0;
2015-09-16;1200;8;1007,5;20;96;23;2,3;
2015-09-16;1800;6;1008,8;17;91;18;3,8;
2015-09-17;0000;,2;1011,3;16,1;90;36;1,1;
2015-09-17;1200;15,3;1012,1;17,1;97;14;2,9;
2015-09-17;1800;10;1008,9;18,2;96;27;2,5;
2015-09-18;0000;5,3;1010;17,8;97;14;1,4;
2015-09-18;1200;16,7;1015,3;17;96;14;2,2;
2015-09-18;1800;5,2;1015,2;18,4;94;18;2,2;
2015-09-19;0000;8,1;1017,5;17,3;97;14;2;
2015-09-19;1200;1,1;1016,4;17,8;96;14;3;
2015-09-19;1800;4,1;1015,2;19,2;94;23;,4;
2015-09-20;0000;,4;1014,1;18,6;94;14;1,2;
2015-09-20;1200;2,4;1016;17,8;96;14;1,8;
2015-09-20;1800;,4;1016;19;94;9;1,1;
2015-09-21;0000;2,6;1015,1;18,1;98;14;2,5;
2015-09-21;1200;17,4;1015,2;18,7;97;14;4;
2015-09-21;1800;8;1014,9;20,2;95;14;2;
2015-09-22;0000;4,7;1010,8;19;96;14;1,7;
2015-09-22;1200;11,5;1015,5;19;98;9;1,5;
2015-09-22;1800;14,1;1010,8;20,7;92;27;3,5;
2015-09-23;0000;,2;1009,5;20;88;9;,9;
2015-09-23;1200;0;1010,1;19,2;91;14;2,3;
2015-09-23;1800;0;1007,6;21,6;86;14;2,6;
2015-09-24;0000;1,5;1006,7;19,6;93;23;2,3;
2015-09-24;1200;2,4;1009,5;20,1;96;9;2;
2015-09-24;1800;27,2;1005,4;20;96;9;2;
2015-09-25;0000;1,9;1003,9;21,3;97;5;1,1;
2015-09-25;1200;0;1011,1;20,3;89;32;2,3;
2015-09-25;1800;,2;1012,8;21,3;78;14;2,7;
2015-09-26;0000;0;1015,6;17,5;91;5;1,7;
2015-09-26;1200;0;1017,2;17,8;90;14;2,4;
2015-09-26;1800;,1;1013,3;18,6;86;14;1,7;
2015-09-27;0000;,1;1014;17,9;90;14;1,2;
2015-09-27;1200;,2;1014,4;17,8;92;23;1,5;
2015-09-27;1800;0;1011,1;20,8;77;23;1,2;
2015-09-28;0000;0;1012,5;17;84;23;1,6;
2015-09-28;1200;0;1013,2;17;73;27;1,6;
2015-09-28;1800;0;1011,7;22,7;39;27;1,5;
2015-09-29;0000;0;1010,9;16,7;60;0;0;
2015-09-29;1200;0;1013,6;17,6;75;32;1;
2015-09-29;1800;0;1009,9;26,2;43;27;2;
2015-09-30;0000;0;1012,9;19,1;66;18;,5;
2015-09-30;1200;0;1017,6;16,4;69;14;2,9;
2015-09-30;1800;0;1015,1;22,2;55;18;,6;
2015-10-01;0000;0;1017,1;15,1;78;14;2,1;
2015-10-01;1200;0;1018,7;18;75;14;2,5;
2015-10-01;1800;0;1015,1;23,2;60;14;3,1;
2015-10-02;0000;0;1014;18,2;88;25;2,7;
2015-10-02;1200;0;1009,7;22,4;75;5;1,3;
2015-10-02;1800;8,5;1010,9;21;93;27;3,1;
2015-10-03;0000;,4;1012,3;19,3;95;27;1,8;
2015-10-03;1200;,2;1017,7;14,3;79;18;1,3;
2015-10-03;1800;0;1018,1;16,2;74;23;1;
2015-10-04;0000;0;1019;14,4;80;18;1,3;
2015-10-04;1200;0;1022,6;13,8;59;27;2,3;
2015-10-04;1800;0;1020,4;20,3;52;18;,9;
2015-10-05;0000;0;1020,9;13,3;82;9;1,3;
2015-10-05;1200;0;1022,1;16;73;9;2,3;
2015-10-05;1800;0;1016,9;22,4;53;14;3;
2015-10-06;0000;0;1016,8;16;83;14;2,5;
2015-10-06;1200;,1;1015,9;20;74;9;1,5;
2015-10-06;1800;0;1012;28,3;57;9;1,1;
2015-10-07;0000;0;1011,2;22;78;14;1,7;
2015-10-07;1200;0;1013,4;21,3;86;14;1,1;
2015-10-07;1800;10,3;1013,1;20,1;96;5;2,1;
2015-10-08;0000;22,6;1014,4;19,3;97;5;1,4;
2015-10-08;1200;50,2;1011,9;19;96;27;,6;
2015-10-08;1800;17;1009,5;19,6;97;5;2,3;
2015-10-09;0000;3,6;1011,2;19,3;94;36;1,4;
2015-10-09;1200;1,4;1014,8;18,2;94;14;1;
2015-10-09;1800;11,6;1013,5;19;94;14;,1;
2015-10-10;0000;10,4;1014;17,8;96;23;,1;
2015-10-10;1200;11,7;1020,1;16,3;96;14;3;
2015-10-10;1800;4,3;1017,9;16,8;95;14;4,8;
2015-10-11;0000;2,9;1017,3;16;95;14;3,4;
2015-10-11;1200;25,2;1016,4;17,1;97;14;2,8;
2015-10-11;1800;1,8;1012,4;20,1;91;14;1,8;
2015-10-12;0000;1,4;1014;18,3;97;5;,4;
2015-10-12;1200;,1;1015,3;16,2;89;27;3,4;
2015-10-12;1800;1,8;1014,4;18,5;85;27;1,6;
2015-10-13;0000;1,3;1016,7;16,7;89;27;1,3;
2015-10-13;1200;,2;1021,2;17,8;75;14;1,3;
2015-10-13;1800;0;1018,3;22,8;57;18;2,1;
2015-10-14;0000;0;1016,3;15,6;81;14;3,3;
2015-10-14;1200;0;1014,4;19,8;81;14;1,3;
2015-10-14;1800;0;1007,2;27,4;63;14;3,3;
2015-10-15;0000;1,4;1003,8;20,6;95;5;2,9;
2015-10-15;1200;42,7;1006,4;20,6;97;27;1,7;
2015-10-15;1800;10,7;1007;19,1;95;32;1,7;
2015-10-16;0000;1,7;1010,8;18,9;96;27;,7;
2015-10-16;1200;0;1019,3;18,2;60;23;,7;
2015-10-16;1800;0;1017,2;23,4;55;18;,8;
2015-10-17;0000;0;1019,7;16,8;76;14;1,2;
2015-10-17;1200;,7;1025,7;14,7;76;23;,5;
2015-10-17;1800;0;1025,5;16,2;71;18;3;
2015-10-18;0000;0;1027,3;12,6;77;0;0;
2015-10-18;1200;0;1027;14,5;64;9;1,5;
2015-10-18;1800;0;1022,4;19,4;56;14;5,1;
2015-10-19;0000;0;1021,8;14,4;86;14;2,3;
2015-10-19;1200;0;1017,3;19;69;14;3,5;
2015-10-19;1800;0;1011,5;25;55;32;,4;
2015-10-20;0000;0;1010,5;19,1;87;14;3,6;
2015-10-20;1200;0;1006,4;22,4;77;23;5;
2015-10-20;1800;,3;1005,3;27,7;65;5;3,1;
2015-10-21;0000;0;1005,5;24,5;81;0;0;
2015-10-21;1200;0;1012,6;17,8;80;14;3,5;
2015-10-21;1800;0;1009,9;20,4;72;14;3;
2015-10-22;0000;48;1012,1;15,2;96;9;2,4;
2015-10-22;1200;9,3;1011,9;18,5;89;27;,3;
2015-10-22;1800;0;1010,3;24,3;71;14;1,3;
2015-10-23;0000;0;1014,4;19,5;91;14;,9;
2015-10-23;1200;,1;1018,7;20,8;82;14;3,8;
2015-10-23;1800;0;1018,2;24,3;60;18;3;
2015-10-24;0000;0;1020,8;18;86;14;2;
2015-10-24;1200;0;1025;16,6;84;14;2,1;
2015-10-24;1800;0;1023,1;18,3;64;14;2,8;
2015-10-25;0000;0;1023,5;14,3;79;14;2,2;
2015-10-25;1200;0;1021,1;17,1;77;14;2,3;
2015-10-25;1800;0;1019,2;21,2;64;9;1,6;
2015-10-26;0000;0;1018,3;17,6;82;14;2,1;
2015-10-26;1200;0;1016,4;19,6;81;14;,7;
2015-10-26;1800;0;1013,6;26,9;66;14;1,1;
2015-10-27;0000;0;1014,8;20,5;87;14;,8;
2015-10-27;1200;0;1015,5;20,6;89;5;2,7;
2015-10-27;1800;0;1013;26,2;69;27;,8;
2015-10-28;0000;0;1015,2;21,7;91;14;1,5;
2015-10-28;1200;0;1018,2;21,8;84;9;2;
2015-10-28;1800;0;1016,8;25,2;69;14;2,9;
2015-10-29;0000;0;1017;19,6;81;14;3,7;
2015-10-29;1200;0;1017,4;25,1;66;5;3;
2015-10-29;1800;0;1013,6;30,4;57;14;3,5;
2015-10-30;0000;0;1014,6;22,2;83;14;2,1;
2015-10-30;1200;0;1012,8;24,6;65;9;1,7;
2015-10-30;1800;0;1010,6;30;52;27;2;
2015-10-31;0000;0;1010;22,8;81;14;2,8;
2015-10-31;1200;5,4;1013,1;20,5;90;9;1,3;
2015-10-31;1800;,2;1014,2;21,2;84;18;2,5;
2015-11-01;0000;1,7;1017,1;17,9;92;14;2,3;
2015-11-01;1200;0;1021,1;19;72;14;3,9;
2015-11-01;1800;0;1018,1;20,2;66;14;4,4;
2015-11-02;0000;,3;1019,2;16,9;87;14;3,8;
2015-11-02;1200;1,1;1018,5;18,1;79;14;3,3;
2015-11-02;1800;0;1016,1;20,2;74;9;3,1;
2015-11-03;0000;0;1015,7;17;90;14;2,9;
2015-11-03;1200;0;1014,9;20,4;85;9;,7;
2015-11-03;1800;0;1012,8;24,8;75;18;2,5;
2015-11-04;0000;0;1014,7;20,3;88;14;2,5;
2015-11-04;1200;4,4;1017,7;18,6;91;14;4,6;
2015-11-04;1800;,1;1017,1;19,3;81;14;3,6;
2015-11-05;0000;4,3;1018,1;16;95;14;2,7;
2015-11-05;1200;33,4;1016,4;14,6;93;14;3,7;
2015-11-05;1800;4,7;1017,5;17,2;82;14;2,9;
2015-11-06;0000;0;1019,7;16,1;88;14;1;
2015-11-06;1200;0;1022,5;18,1;79;14;3;
2015-11-06;1800;0;1020,4;21,6;56;14;3,4;
2015-11-07;0000;0;1020,8;17,8;77;14;2,5;
2015-11-07;1200;0;1020,3;20;75;14;2,3;
2015-11-07;1800;0;1017,1;24,1;58;14;4;
2015-11-08;0000;0;1016,7;18,6;83;14;3,2;
2015-11-08;1200;0;1014,8;22,4;74;14;2,4;
2015-11-08;1800;0;1011;27,4;64;14;2,3;
2015-11-09;0000;0;1011,8;21,1;86;14;1,2;
2015-11-09;1200;0;1015,4;24,4;64;36;2,3;
2015-11-09;1800;0;1012,5;31,3;49;14;1,1;
2015-11-10;0000;0;1013,9;24,8;66;14;1;
2015-11-10;1200;0;1016,2;21,7;90;27;,7;
2015-11-10;1800;13,8;1014,6;22;94;5;2,6;
2015-11-11;0000;0;1013,1;21,6;93;14;2,6;
2015-11-11;1200;0;1015,2;22,8;91;27;2,3;
2015-11-11;1800;,6;1013,8;24,4;82;18;2,3;
2015-11-12;0000;0;1013,4;20,8;89;14;3;
2015-11-12;1200;0;1012,8;24,7;74;14;2,7;
2015-11-12;1800;0;1010;25,1;73;14;4;
2015-11-13;0000;,1;1008,7;20,6;90;9;2,4;
2015-11-13;1200;3,4;1007,4;21,8;91;36;2,8;
2015-11-13;1800;0;1002,3;30;54;36;1,8;
2015-11-14;0000;0;1003,5;27,2;74;36;2,2;
2015-11-14;1200;0;1010,7;20;68;23;4,3;
2015-11-14;1800;0;1010,8;23,4;63;27;2,7;
2015-11-15;0000;0;1012,8;19,8;76;14;2,9;
2015-11-15;1200;0;1015,7;20,9;76;18;,7;
2015-11-15;1800;0;1013,9;25,6;62;18;3;
2015-11-16;0000;0;1013,6;18,7;81;14;2,9;
2015-11-16;1200;0;1012,1;21,6;70;9;2,1;
2015-11-16;1800;0;1010,7;25,7;61;14;3;
2015-11-17;0000;4,4;1009,7;19,3;88;14;2,9;
2015-11-17;1200;2,7;1008,3;20;93;9;1,4;
2015-11-17;1800;3,2;1006,7;21,4;94;9;1;
2015-11-18;0000;4,5;1005;20,8;98;9;1,3;
2015-11-18;1200;,4;1006,8;22;93;27;1,8;
2015-11-18;1800;0;1004,6;28;62;27;1,9;
2015-11-19;0000;0;1004,9;23,8;80;9;1,3;
2015-11-19;1200;0;1006,6;25,6;79;32;2;
2015-11-19;1800;0;1000,2;30,2;62;18;4;
2015-11-20;0000;36,7;1002,5;20,3;94;27;2,9;
2015-11-20;1200;,7;1006,9;20,2;76;27;2,5;
2015-11-20;1800;0;1006,8;24,3;54;23;2,9;
2015-11-21;0000;0;1012,5;17,5;75;18;2,3;
2015-11-21;1200;0;1018;19,4;71;18;2;
2015-11-21;1800;0;1014,5;23,3;55;18;2;
2015-11-22;0000;0;1013,7;17,9;74;18;2,4;
2015-11-22;1200;0;1013,7;21,6;74;27;1,6;
2015-11-22;1800;0;1010,8;27,6;60;18;3,1;
2015-11-23;0000;0;1013;20,6;84;14;,3;
2015-11-23;1200;0;1014,4;21,7;66;18;2,8;
2015-11-23;1800;0;1011,4;24,4;54;14;4,5;
2015-11-24;0000;0;1011,3;18,9;68;14;3,2;
2015-11-24;1200;0;1010,1;19,8;76;14;3,5;
2015-11-24;1800;0;1008,9;21,1;70;14;4,1;
2015-11-25;0000;0;1010,8;19,3;76;14;2,4;
2015-11-25;1200;0;1013;21,8;78;14;2,9;
2015-11-25;1800;0;1012;23,7;70;14;4,4;
2015-11-26;0000;0;1013,2;19,9;81;14;5,6;
2015-11-26;1200;0;1015,5;24,2;77;9;2,5;
2015-11-26;1800;0;1013;26;72;9;2,5;
2015-11-27;0000;0;1013,8;22;84;14;1,7;
2015-11-27;1200;0;1010;26,2;74;0;0;
2015-11-27;1800;1,4;1007,8;25,8;86;14;1;
2015-11-28;0000;1,6;1004,9;23,3;91;5;1,6;
2015-11-28;1200;0;1008;24,4;79;27;1,8;
2015-11-28;1800;0;1007,9;26;71;18;3,3;
2015-11-29;0000;0;1011;21,3;80;14;1,3;
2015-11-29;1200;0;1016,6;23,4;57;27;1,5;
2015-11-29;1800;0;1015,2;26,7;48;27;1,8;
2015-11-30;0000;0;1017,6;20,1;57;14;1,4;
2015-11-30;1200;0;1021;22,5;54;0;0;
2015-11-30;1800;0;1019,3;25,8;37;14;3,7;
2015-12-01;0000;0;1019,9;18,6;51;14;2,7;
2015-12-01;1200;0;1018,2;23,2;64;5;,5;
2015-12-01;1800;0;1015,4;27,8;57;32;,7;
2015-12-02;0000;0;1016,2;22,6;86;14;1,4;
2015-12-02;1200;7,5;1015,9;20,9;95;14;1,6;
2015-12-02;1800;,1;1014,6;22,7;86;14;3,2;
2015-12-03;0000;,6;1015,6;20,1;86;14;3,6;
2015-12-03;1200;0;1016;21,4;89;14;3,6;
2015-12-03;1800;0;1012,8;27,1;71;14;3;
2015-12-04;0000;0;1012,6;22,4;88;14;2,2;
2015-12-04;1200;0;1010;24,3;81;18;2,1;
2015-12-04;1800;3,4;1007,9;24,6;82;0;0;
2015-12-05;0000;0;1007,2;25,2;84;0;0;
2015-12-05;1200;0;1010,2;25;80;23;,1;
2015-12-05;1800;0;1010,4;25,7;58;18;4;
2015-12-06;0000;0;1012;20,8;81;14;2,5;
2015-12-06;1200;0;1015,5;20;83;14;1,6;
2015-12-06;1800;0;1011,6;26,2;57;18;1,9;
2015-12-07;0000;0;1013,1;18,4;73;14;2;
2015-12-07;1200;0;1016;20,8;67;9;1,5;
2015-12-07;1800;0;1014,7;25,5;48;23;1,9;
2015-12-08;0000;0;1015,3;19,4;77;14;2,5;
2015-12-08;1200;0;1014,4;22,9;63;0;0;
2015-12-08;1800;0;1009,9;31,3;49;18;1;
2015-12-09;0000;0;1009,2;22,9;80;14;3;
2015-12-09;1200;0;1009,5;28,5;63;36;3,9;
2015-12-09;1800;,5;1005,8;30;70;27;1,8;
2015-12-10;0000;18,1;1007,5;21,7;96;5;1,2;
2015-12-10;1200;,2;1010,3;21,7;85;0;0;
2015-12-10;1800;0;1010,4;28,2;56;18;3;
2015-12-11;0000;0;1011,4;22;65;14;1,4;
2015-12-11;1200;0;1013;23,5;71;32;2;
2015-12-11;1800;0;1009,4;31,5;43;23;2;
2015-12-12;0000;0;1008,4;24,5;60;14;2,4;
2015-12-12;1200;0;1010,2;26,2;74;14;1,4;
2015-12-12;1800;0;1007,1;34,9;47;5;1,7;
2015-12-13;0000;0;1007,1;25,5;71;14;1,8;
2015-12-13;1200;,2;1006,7;24,8;77;36;2,6;
2015-12-13;1800;0;1008,4;25,3;76;36;1,1;
2015-12-14;0000;0;1007,5;26,2;76;36;1,3;
2015-12-14;1200;0;1008,9;28,1;67;32;1,1;
2015-12-14;1800;0;1009,4;25;80;27;2,3;
2015-12-15;0000;1,4;1006,9;23,4;94;5;1,6;
2015-12-15;1200;3,3;1010,4;24,6;84;32;2,9;
2015-12-15;1800;0;1012,7;29;62;23;2,2;
2015-12-16;0000;0;1015;23,4;73;18;3;
2015-12-16;1200;0;1019,1;24,1;67;14;2,3;
2015-12-16;1800;0;1016,3;27,8;51;14;3,7;
2015-12-17;0000;0;1013,9;21,5;76;14;2,4;
2015-12-17;1200;0;1011,6;26,6;67;5;2,3;
2015-12-17;1800;0;1007,7;34,2;51;32;1,5;
2015-12-18;0000;0;1006,7;27,1;78;14;1,9;
2015-12-18;1200;0;1005,8;27,7;76;27;2,3;
2015-12-18;1800;16,2;1007,4;22,7;91;32;2,1;
2015-12-19;0000;,6;1009,2;22,7;89;32;2,3;
2015-12-19;1200;0;1015,2;21,7;87;18;1;
2015-12-19;1800;0;1016,4;24,4;65;18;2,9;
2015-12-20;0000;0;1017,8;19,8;77;14;,9;
2015-12-20;1200;0;1020,2;21,4;68;14;3;
2015-12-20;1800;0;1017,8;24,7;62;9;4;
2015-12-21;0000;0;1016,8;21;78;14;4;
2015-12-21;1200;0;1016,2;25,6;69;14;1;
2015-12-21;1800;0;1012,6;24,7;77;14;3,1;
2015-12-22;0000;0;1011,6;23,3;87;0;0;
2015-12-22;1200;0;1012,4;25,8;77;0;0;
2015-12-22;1800;0;1009,8;26,5;75;14;2,9;
2015-12-23;0000;2,6;1009,4;22,5;96;0;0;
2015-12-23;1200;2,1;1009,9;23,5;96;0;0;
2015-12-23;1800;2,1;1007,1;26,7;86;18;,7;
2015-12-24;0000;5;1009,2;23,3;95;0;0;
2015-12-24;1200;1,3;1013,1;23;97;14;1;
2015-12-24;1800;20;1012,8;22,3;95;14;2,2;
2015-12-25;0000;1,3;1013,6;21,6;96;0;0;
2015-12-25;1200;3,4;1016,2;22,2;92;14;3,1;
